"timestamp","speed","accuracy","acceleration_magnitude","DFT_E1","DFT_E2","DFT_E3","mode"
1388058060,0.8404945,16,12.1695775854,148.098618607,159.507463016,163.779012358,"walking"
1387871665,0,24,11.4886154731,131.988285489,137.900645176,140.575043015,"bus"
1387874851,0,858,12.0858450697,146.067651049,146.062423665,146.127432461,"stationary"
1388060612,2.3307722,12,10.6170957543,112.722722256,111.526360425,104.240658685,"bus"
1387969628,1.0660008,6,9.55617904024,91.3205578491,114.697232493,112.136204374,"walking"
1387974184,0,150,11.9911660603,143.788063486,142.403170069,144.686891923,"stationary"
1388060546,2.3307722,12,9.74607356246,94.9859498849,93.0124469821,90.4942221378,"bus"
1387875105,0,32,12.0294732165,144.708225866,145.232279118,144.793794787,"stationary"
1387974304,0.689752,96,11.9245847709,142.195721958,142.628398126,142.058535596,"stationary"
1387869583,1.1908313,6,7.29168334712,53.1686460347,284.603274058,292.147150095,"walking"
1387875552,0,32,11.9448485931,142.679407912,142.503390672,143.090743275,"stationary"
1387875430,0,48,11.9854258232,143.650432163,143.058849275,143.130808886,"stationary"
1387875704,0,32,11.9510553414,142.827723773,143.073344084,143.279150046,"stationary"
1387974448,0,32,12.0275558842,144.662100548,144.989408665,144.449382052,"stationary"
1387969288,1.4711752,16,5.6999124456,32.4890018875,33.8919409749,29.8600981729,"walking"
1387871084,8.384764,8,11.6101798653,134.796276505,134.796276505,112.424708205,"auto"
1387871201,5.421204,24,14.6475236858,214.549950126,214.549950126,121.018962968,"auto"
1387875618,0,150,11.9615106828,143.077737815,143.077737815,142.965261131,"stationary"
1387970080,0,12,11.8382732004,140.144712367,142.453007527,140.523182651,"walking"
1387974178,0,150,11.9450308385,142.683761733,142.169737839,143.8120937,"stationary"
1388060373,0,32,11.8663876636,140.811156183,149.957693633,149.056049963,"bus"
1387874984,0,32,12.0409459533,144.98437945,144.98437945,144.27630131,"stationary"
1388057892,0.95526165,12,11.786947331,138.932127384,140.976561141,149.645282346,"walking"
1387874848,0,858,12.080955151,145.94947736,145.866842087,143.819565165,"stationary"
1387874847,0,858,12.079494317,145.914182954,146.011714403,146.011714403,"stationary"
1388057315,0,8,12.7953390691,163.720701893,170.117300929,188.010945867,"walking"
1387973995,0,150,12.0066598094,144.159879779,144.159879779,143.775881705,"stationary"
1387969334,1.0443921,6,14.0446665956,197.252659782,186.186132031,184.901861077,"walking"
1387874903,0,12,11.8996704677,141.60215724,146.181409877,147.325849159,"stationary"
1388058903,2.320405,12,10.310258766,106.301435822,264.089798437,244.863284699,"auto"
1388059034,3.9179883,12,11.0724415967,122.598962912,153.219464731,214.565353399,"auto"
1387870850,3.2424483,16,12.0641614696,145.543991965,145.543991965,145.543991965,"auto"
1387970847,3.6625671,8,14.3870508825,206.987233096,206.987233096,288.177122209,"auto"
1387875373,0,24,11.9811749178,143.548552411,143.404000222,143.029420167,"stationary"
1387969432,1.1050621,12,12.1011292024,146.437327973,155.803678838,159.837944529,"walking"
1387971366,7.7250023,12,10.5727577597,111.783206645,116.212550594,104.969429983,"auto"
1387874914,0,24,12.0649760988,145.563648265,146.084178457,146.084178457,"stationary"
1387874934,0,16,11.9557958347,142.941054041,142.941054041,143.481975711,"stationary"
1388060709,2.3307722,12,10.4222750251,108.623816699,111.310252267,111.595423337,"bus"
1387869685,0,24,24.4665423479,598.611694462,598.611694462,172.19432938,"walking"
1387971072,2.7986867,8,10.3430962033,106.979639071,102.627824086,97.0907103405,"auto"
1387871563,0,16,12.6186927429,159.23140654,156.115675814,148.286388001,"bus"
1387870021,0,858,11.0476765324,122.051156765,130.91496716,132.718338933,"walking"
1388057392,0.8925872,12,11.0233838133,121.514990695,126.706581659,128.26829674,"walking"
1387972237,6.277483,32,11.1091962011,123.414240235,110.561166634,103.907819848,"bus"
1387974169,0,150,11.9113369005,141.879946757,141.941232014,143.025119968,"stationary"
1387875085,0,32,12.0012473314,144.029937509,144.029937509,144.056749882,"stationary"
1388059131,0,6,10.5685251233,111.693723282,161.121240501,155.223548631,"auto"
1388057858,0,12,9.81874972015,96.4078460669,129.292509244,131.944660728,"walking"
1388057864,0,1040,10.5012782932,110.276845791,110.276845791,212.431000277,"walking"
1388060424,0,983,12.652114441,160.075999828,163.251408315,170.474082489,"bus"
1387869485,0,16,12.0369934127,144.889210417,154.717868621,157.276679743,"walking"
1387974234,0,150,11.9500604785,142.80394544,157.681572122,136.892789011,"stationary"
1387973971,0,150,12.0110213928,144.264634898,144.361154004,144.424501453,"stationary"
1387971176,0,6,11.6228442811,135.090509183,137.130150621,130.283511211,"auto"
1387871787,0,24,11.9619298613,143.087766007,146.129059671,145.92359345,"bus"
1387970846,0,16,10.6671128702,113.787296986,113.766172577,115.206003313,"auto"
1387972616,0,16,11.0104145246,121.229228004,117.773643096,116.749786937,"bus"
1388060920,0,16,12.3302542274,152.035169312,156.607008538,157.599701592,"bus"
1387875330,0,150,11.9553052904,142.929324587,142.929324587,142.929324587,"stationary"
1387970948,5.0496173,8,10.7138390263,114.786346681,116.508750998,114.351478739,"auto"
1388057736,0,8,11.9591751383,143.021869989,115.978287838,110.992477899,"walking"
1387869912,1.1172355,6,12.4138965186,154.104826775,154.858568095,151.447395379,"walking"
1388059171,0,865,12.2026753024,148.905284536,165.744319354,172.462299849,"auto"
1387871583,0,768,11.4139079921,130.277295652,142.747914367,140.467042226,"bus"
1387870655,0,12,12.2873867374,150.979872834,150.979872834,145.733994757,"auto"
1387973954,0,150,11.9941406542,143.859410033,143.673983438,143.127883645,"stationary"
1387871310,0,12,11.4982320632,132.209340579,132.209340579,132.209340579,"auto"
1387870000,0.9091668,6,12.3722361207,153.072226626,123.777594034,117.795625112,"walking"
1387974837,0,32,11.8529462654,140.49233517,141.053789595,141.285756821,"stationary"
1387972589,0,16,9.90978567732,98.2038521704,97.789236643,101.734311396,"bus"
1387875293,0,32,11.9666728505,143.201259111,143.201259111,143.723725867,"stationary"
1387875377,0,24,11.9905852804,143.774135367,143.774135367,142.512394092,"stationary"
1387871326,0,12,16.3054394753,265.867356483,236.834089395,236.834089395,"auto"
1387875043,0,32,11.9579729545,142.993117181,142.993117181,143.59926559,"stationary"
1387875673,0,32,11.9999773598,143.999456636,143.999456636,144.169711883,"stationary"
1387870546,2.2149677,8,12.0838747291,146.020028469,127.643206472,125.411566012,"auto"
1388060772,2.3307722,12,10.4319261731,108.825083681,113.639351191,111.296015925,"bus"
1387973996,0,150,11.9885430001,143.725163265,143.725163265,144.412256952,"stationary"
1387874900,0,16,12.094681414,146.281318506,146.281318506,146.281318506,"stationary"
1388057804,0.7855121,12,13.3111595668,177.186969013,105.78798514,103.809752186,"walking"
1388059132,0,865,12.1990167448,148.81600954,143.258284159,136.803064688,"auto"
1387969657,1.0020846,6,13.5202220374,182.796403941,151.337089997,129.774380172,"walking"
1387870834,2.556587,12,14.7221756347,216.742455419,307.067710858,392.870101763,"auto"
1387972598,0,16,12.3750427175,153.14168226,153.14168226,149.73127494,"bus"
1387871767,0,16,11.9943410944,143.864218289,143.864218289,143.864218289,"bus"
1387869723,0,858,10.6343354112,113.089089638,130.034143901,130.034143901,"walking"
1388060425,2.4268932,12,9.18230391618,84.3147052091,84.3147052091,84.3147052091,"bus"
1387875475,0,48,11.9745082791,143.388848526,143.388848526,143.388848526,"stationary"
1387971057,0,8,11.9399515722,142.562443546,143.409681208,144.293020812,"auto"
1387872216,0,24,9.41079097436,88.5629867631,94.3143646572,94.3143646572,"bus"
1387970720,0,858,11.5378159891,133.121197798,119.162344963,125.134249871,"auto"
1387874912,0,24,12.12802952,147.089100038,146.153453864,147.076230525,"stationary"
1388060389,1.4574789,24,12.8948420966,166.276952696,166.276952696,156.865378039,"bus"
1387871138,0,8,12.0752399391,145.811419587,136.984010662,139.321171582,"auto"
1387969956,0.9819052,16,11.3658628493,129.182838309,116.348712793,118.034359512,"walking"
1387969658,1.012566,8,10.545958658,111.217244016,115.551901803,119.256840847,"walking"
1387874814,0,858,12.0498133779,145.198002442,145.40054396,146.832491143,"stationary"
1387870017,0,858,13.6787511127,187.108232003,101.255733481,113.440006817,"walking"
1387875169,0,32,11.9567127458,142.962979686,142.576928143,143.799417694,"stationary"
1387869653,1.3220195,16,12.6943826252,161.147350235,161.147350235,166.848715328,"walking"
1387871177,0,24,12.1720938012,148.159867505,111.717012886,131.521156892,"auto"
1387971117,0,8,11.7939800463,139.097965333,131.046870304,130.367286385,"auto"
1387974600,0,32,11.9176819772,142.03114371,142.763739572,142.702785318,"stationary"
1387870646,0,12,12.1359048138,147.28018565,142.152517717,143.088622585,"auto"
1387875214,0,32,11.9801803501,143.524721221,143.524721221,143.280183276,"stationary"
1387974816,0,32,11.9386678066,142.531788996,140.969227632,141.39818818,"stationary"
1387974878,0,150,11.8773892469,141.072375322,141.414234519,141.421346747,"stationary"
1387971069,0,8,10.8439523337,117.591302216,117.591302216,172.712770625,"auto"
1387969339,1.1221365,6,10.4741089792,109.706958908,109.706958908,118.918199122,"walking"
1388057913,0,12,12.4025946171,153.824353236,198.565471713,219.942720674,"walking"
1387974838,0,150,11.8697413146,140.890758876,141.380368539,141.077985169,"stationary"
1387969661,1.0029227,6,10.811952619,116.898319436,124.049862267,130.605751841,"walking"
1388059136,0,8,12.0113949331,144.273608239,141.834779866,144.088803436,"auto"
1387875350,0,150,12.0270363912,144.649604355,144.649604355,144.649604355,"stationary"
1387875056,0,150,11.9571295251,142.97294648,142.289705877,142.530745435,"stationary"
1388060619,2.3307722,12,9.99189955855,99.8380567882,152.497284096,114.141160489,"bus"
1387875410,0,24,11.9671961778,143.213784358,143.213784358,143.213784358,"stationary"
1387869735,0.9833438,8,10.3361540775,106.836081114,191.280996025,157.817830745,"walking"
1387970968,7.003927,12,11.3097139322,127.909629228,58.8924984919,62.2801476009,"auto"
1387972651,0,16,12.1961471816,148.746006075,124.943763043,111.12651278,"bus"
1388057831,0,16,12.9058798838,166.561735575,128.9312517,143.594879415,"walking"
1387869649,1.3220195,16,11.6873323623,136.593737747,139.454292039,139.454292039,"walking"
1387974429,0,32,11.9349006558,142.441853664,143.694202662,144.134698206,"stationary"
1388059033,2.4022331,12,7.28381254672,53.0539252158,53.0539252158,188.366148649,"auto"
1387875466,0.9782396,48,11.9644903229,143.149028687,143.149028687,143.089665622,"stationary"
1387969788,0,858,11.1191780306,123.636120076,232.254804983,229.1925051,"walking"
1388059426,0,8,11.7688372834,138.505531003,135.859432949,137.971242542,"auto"
1387875720,0,150,11.9147972328,141.962393099,141.962393099,142.8428481,"stationary"
1387973985,0,150,12.0125319284,144.300923331,143.477947445,143.581234016,"stationary"
1387872190,0,24,9.52394550314,90.7055379468,90.7055379468,124.100438342,"bus"
1387870736,4.9629927,8,8.94385643027,79.9925678453,120.234377416,106.873376286,"auto"
1388057388,0.89143926,12,11.1110271289,123.454923859,109.295431062,125.073500209,"walking"
1387871274,0,12,12.4574973468,155.189240146,163.540644871,174.65084621,"auto"
1387870500,3.455934,12,13.6219293696,185.55695975,172.994547427,161.81439245,"auto"
1387972797,0,16,13.166371253,173.353331972,173.353331972,79.7375013875,"bus"
1387875506,1.212526,32,11.9909353927,143.782531592,143.782531592,143.362646661,"stationary"
1387871093,8.384764,8,7.21354298676,52.0352024218,52.0352024218,52.0352024218,"auto"
1387872395,1.3415616,16,11.6310477385,135.281271495,135.281271495,135.281271495,"bus"
1387974524,0,32,11.9994543647,143.986905051,143.986905051,144.249066171,"stationary"
1387869584,1.5446255,12,10.5916401731,112.182841556,480.853665178,435.038932522,"walking"
1388057832,0,16,11.0543962274,122.199675952,120.372567346,130.009999034,"walking"
1388061072,0,24,10.9597295614,120.115672059,120.115672059,122.721013444,"bus"
1388061015,0,24,12.6482292392,159.977702887,141.949007569,125.868751477,"bus"
1387874920,0,12,12.0731956171,145.762052409,145.389812099,146.712761665,"stationary"
1388059088,7.702458,12,14.0919311564,198.582523717,92.5838217261,104.22322728,"auto"
1387974112,0,150,11.9207536048,142.104366506,142.069917709,139.695256791,"stationary"
1387875051,0,32,11.9727527021,143.346807266,143.189831901,143.345302584,"stationary"
1387972242,7.7965574,16,13.8674647506,192.306578609,142.93024424,129.72232712,"bus"
1387875322,0,32,11.9404247782,142.573743884,142.573743884,143.119943005,"stationary"
1387969813,0.8854694,16,11.2833026572,127.312918854,140.907808506,149.714369166,"walking"
1388057355,1.0846293,12,11.3456824143,128.724509446,138.063726249,135.262422601,"walking"
1387969340,1.1221365,6,12.3672303922,152.948387574,124.841826615,114.380208408,"walking"
1387871823,0,24,12.1110410359,146.677314973,146.677314973,146.677314973,"bus"
1387969880,0.8600392,12,10.5895414995,112.13838917,103.197085188,103.775653354,"walking"
1388057776,0,12,14.5726667198,212.362615326,225.242990131,233.760903006,"walking"
1387874976,0,32,12.0105252228,144.252716128,144.252716128,145.530424488,"stationary"
1388057338,0.74608165,16,11.7308078509,137.611852835,124.834341105,103.755752789,"walking"
1387972964,1.0209259,6,11.1218303061,123.695109358,116.471546229,121.904827876,"bus"
1387874841,0,858,11.8810769341,141.159989114,144.862616399,144.106311681,"stationary"
1387875491,0,32,11.9592833185,143.024457492,143.024457492,142.819017978,"stationary"
1387969335,1.0443921,6,12.1031292974,146.48573879,128.614145628,130.170396609,"walking"
1387971337,7.7250023,12,10.8113296608,116.884849034,139.29153373,135.281835246,"auto"
1388057697,0,902,11.5615660554,133.669809653,146.926568457,143.910901558,"walking"
1387870036,0.9193869,16,11.1019084105,123.252370355,115.318891719,110.521604492,"walking"
1387875355,0,32,11.9421312919,142.614499793,142.909244635,143.986466065,"stationary"
1387875194,0,150,11.985235114,143.645860738,142.778347526,143.917845803,"stationary"
1387872152,0,24,10.1227466483,102.469999706,102.469999706,124.548367088,"bus"
1387971246,1.6358776,8,12.3107656195,151.554950138,107.034432328,113.762933911,"auto"
1387869834,0,858,9.73686508503,94.8065416841,94.8065416841,94.8065416841,"walking"
1387974412,0,865,11.9435289846,142.647884606,142.828808498,142.285113995,"stationary"
1387972291,0,24,11.8895553206,141.361525722,141.361525722,150.562601341,"bus"
1388060958,0,24,10.2763370407,105.603102974,106.877889656,105.171752695,"bus"
1388060228,0,16,9.14678996556,83.6637666741,101.889603854,97.2721381558,"bus"
1387875649,0,32,11.99647128,143.915323172,142.621389894,143.037876582,"stationary"
1387872075,0,24,10.3972976677,108.103798791,104.771390412,104.542196181,"bus"
1387971489,7.7250023,12,15.0295729244,225.88806229,216.744185514,178.25090794,"auto"
1387871048,4.9206324,12,8.74241628794,76.4298425516,161.923822959,186.002177056,"auto"
1388060907,2.3307722,12,12.1717695467,148.151973898,148.151973898,146.537467531,"bus"
1387872054,0,24,11.4730261857,131.630329858,64.9019413883,82.3760228209,"bus"
1388061068,0,24,11.1423838204,124.152717201,124.152717201,138.990827048,"bus"
1387971391,7.7250023,12,10.8538569929,117.806211622,117.806211622,134.694868038,"auto"
1387974761,0,32,11.9170004841,142.014900538,142.418825514,142.30068872,"stationary"
1387871185,0,24,11.4373265872,130.812439462,140.917873447,150.502026584,"auto"
1388057936,0,12,11.6692192597,136.170678131,141.772398988,142.368011677,"walking"
1387870965,0,16,13.0978283666,171.553107921,171.553107921,142.864160108,"auto"
1387974471,0,32,11.9847344357,143.633859494,144.329560078,147.71830929,"stationary"
1387874880,0,16,12.1072165155,146.584691753,147.434261613,147.168070709,"stationary"
1388057291,0,1007,12.5472044482,157.432339465,156.769714338,151.963871295,"walking"
1387875361,0,32,11.9575792146,142.983700673,144.342885903,142.249880894,"stationary"
1387875155,0,32,11.9381987234,142.520588759,142.520588759,142.867703391,"stationary"
1387972674,0,16,13.4094651278,179.813755014,112.405049276,137.56624675,"bus"
1387974409,0,32,11.9308068937,142.344153135,141.957474885,142.340832803,"stationary"
1387970805,3.2040365,16,10.4286641711,108.757036394,105.510382569,103.872115785,"auto"
1388058016,0.724592,12,12.7127320412,161.613555951,161.80538086,162.475313599,"walking"
1387875297,0,32,11.937679841,142.508199986,142.508199986,142.508199986,"stationary"
1387872025,0,24,12.2094819363,149.071449153,156.247625082,153.900257462,"bus"
1388057893,0.95937407,6,10.4338785527,108.865821652,115.829977629,123.470609988,"walking"
1387871874,0,32,9.92856169243,98.5763372804,98.5763372804,98.0759848399,"bus"
1387969792,0,12,9.3583864133,87.5793962606,91.5841825946,94.7401302366,"walking"
1387869750,0,8,12.2881630801,150.998951883,115.299375529,110.59321885,"walking"
1388057747,0,902,12.565058621,157.880698149,146.299298688,145.870847479,"walking"
1387974480,0,32,12.0254187115,144.610695187,145.172505448,144.626525073,"stationary"
1387870602,2.9799929,6,11.6178494739,134.974426398,161.572684478,173.538013318,"auto"
1387972298,0,24,12.021412097,144.514348806,145.91346245,144.863296336,"bus"
1387974505,0,32,12.0224606608,144.53956034,144.190533073,145.165661195,"stationary"
1387871605,0,8,11.2396106014,126.328846471,121.487066949,127.35214676,"bus"
1388061035,0,24,10.3822373909,107.790853241,111.254278828,111.065471369,"bus"
1387875636,0,32,12.0050901546,144.12218962,144.12218962,143.0277793,"stationary"
1387870045,0,12,12.0846717204,146.03929059,112.875642235,119.949533874,"walking"
1387871528,0,16,12.1366180211,147.29749699,153.704418212,150.297411098,"bus"
1387871936,0,32,12.7416963309,162.350825389,134.449351404,135.644067819,"bus"
1387872267,0,885,12.154301232,147.727038438,149.741108307,147.578417648,"bus"
1388057710,0,12,12.8479780285,165.070539421,165.070539421,185.792822577,"walking"
1387869672,0,16,11.8683680642,140.858160507,140.858160507,134.112555953,"walking"
1387871130,0,8,12.1440843284,147.478784175,144.160929148,141.892342916,"auto"
1387971520,0,8,11.418362422,130.3790004,129.834825825,137.097991957,"auto"
1387869552,1.1908313,6,13.4970617709,182.170676447,198.911571409,217.430247895,"walking"
1388060887,2.3307722,12,11.9063664532,141.761562118,141.761562118,142.839344948,"bus"
1387970965,7.003927,12,11.8165935666,139.631883518,109.629357291,96.51420999,"auto"
1388059230,0,16,11.7583579247,138.258981085,127.883218379,129.043298955,"auto"
1388057765,0,12,12.5282319841,156.956596647,160.334906746,155.627905161,"walking"
1387974636,0,150,11.8874631062,141.311779101,140.942312598,142.026145232,"stationary"
1387974305,0.047625344,64,11.935971075,142.467405503,142.089943192,142.385616657,"stationary"
1388058999,2.4022331,12,10.6406358047,113.223130328,102.566833603,80.1280579817,"auto"
1387875606,0,32,11.9635022356,143.125385741,142.601946291,143.126780108,"stationary"
1387875609,0,150,11.9779323705,143.470863872,141.593160727,142.750209599,"stationary"
1387874887,0,16,12.1130932,146.727026872,144.936568204,145.376479822,"stationary"
1387974589,0,150,11.9049483749,141.727795809,141.287251472,142.588248351,"stationary"
1387871012,0,6,11.8809105619,141.15603578,141.880809051,144.440729634,"auto"
1388059221,0,8,11.2682744312,126.974008657,132.315864628,133.129772124,"auto"
1388057991,0,1040,15.1636283526,229.935624816,102.14034449,104.367091225,"walking"
1387871361,0,8,12.2523460459,150.119983628,147.166288962,146.956964923,"auto"
1388057372,0,1007,9.85677039928,97.1559227041,100.022093924,103.17382851,"walking"
1387874962,0,32,12.0921424853,146.219909885,145.806422139,145.853729454,"stationary"
1388058841,4.340325,8,11.4363486195,130.790069747,132.353500476,131.665717825,"auto"
1387875060,0,32,11.9975460221,143.941110552,143.941110552,143.941110552,"stationary"
1387875536,0,32,11.9852854898,143.647068272,143.097977234,143.043644605,"stationary"
1387875145,0,32,11.9711468151,143.308356069,144.268765674,143.79802907,"stationary"
1387875349,0,32,11.9892474595,143.742054645,143.742054645,142.288361621,"stationary"
1387870904,0,16,12.1850014516,148.474260375,146.964104434,148.759649196,"auto"
1387974857,0,32,11.9302827679,142.331646922,141.783577232,142.863988464,"stationary"
1387875487,0,32,11.9947628996,143.874337018,143.874337018,142.243784774,"stationary"
1388057859,0,8,11.5764850159,134.015005323,125.89533941,123.258483681,"walking"
1387974067,0,150,11.9155642045,141.980670312,142.710381496,142.490678327,"stationary"
1387973942,0,885,11.1553654748,124.442178876,143.470841993,143.64109878,"stationary"
1387871171,0,16,11.6101579743,134.795768188,131.237768002,127.862008721,"auto"
1388059572,6.6919413,12,11.4590412404,131.309626149,130.17409872,130.3372451,"auto"
1388059127,0,6,12.6600056138,160.275742141,160.275742141,149.733482932,"auto"
1387971427,7.7250023,12,11.5541290664,133.497898483,136.167283467,125.343731759,"auto"
1387874812,0,858,12.0673954642,145.622033289,145.622033289,145.589935849,"stationary"
1387974263,0,16,12.0344010488,144.826808603,144.826808603,143.839789432,"stationary"
1387869742,0.9833438,8,11.8160497616,139.619031969,139.619031969,139.619031969,"walking"
1387974588,0,32,11.9579377658,142.992275611,142.992275611,142.139999601,"stationary"
1387870992,0,16,11.6960557452,136.797719995,129.729955903,126.246048655,"auto"
1388059242,0,865,12.192952315,148.668086156,149.637222943,141.418110039,"auto"
1388057743,0.90132445,16,10.5764543717,111.861387077,103.422333057,107.253245025,"walking"
1387973977,0,150,12.0282561545,144.678946118,144.973043632,144.589311741,"stationary"
1387875068,0,32,11.9676244936,143.22403602,143.22403602,143.22403602,"stationary"
1388058849,0,1048,13.4332391778,180.451914808,162.773735346,148.455280693,"auto"
1388059052,0,6,12.3509917929,152.546998268,157.084742554,160.173042997,"auto"
1388059051,0,932,11.8023395036,139.295217758,143.870322422,141.467363078,"auto"
1387875669,0,32,11.9579892919,142.993507905,142.993507905,143.400737105,"stationary"
1388057784,0.8521373,8,12.8246467084,164.471563195,171.177886072,180.950280879,"walking"
1388057570,0,16,12.8027560009,163.910561219,166.671807602,166.826156877,"walking"
1387971102,0,6,10.5623457623,111.563148002,110.855111851,109.408947538,"auto"
1387974228,0,150,11.9882690718,143.718595338,143.040483615,143.758220202,"stationary"
1387875493,0,32,11.9641309305,143.140428922,143.140428922,143.346417364,"stationary"
1388061047,0,24,9.38941005767,88.1610212311,105.015391343,96.5550645926,"bus"
1387871308,0,12,11.9073944898,141.786043536,169.880876915,176.50303337,"auto"
1387870669,0,6,12.2074244828,149.021212503,151.5465556,147.14162984,"auto"
1388060388,0,32,9.90418158319,98.0928128328,98.0928128328,100.2272586,"bus"
1388061031,0,24,10.3238161324,106.581179536,106.288775183,101.335990885,"bus"
1387875185,0,32,11.9449803598,142.682555796,143.102684329,143.485556903,"stationary"
1387972335,1.7608119,16,13.0613191422,170.598057734,143.020306701,153.876238584,"bus"
1387875362,0,24,11.9573325696,142.97780218,143.639558187,143.639558187,"stationary"
1387871063,6.964149,12,12.0089886531,144.21580847,206.938504162,197.672336219,"auto"
1387969913,0.9455092,8,12.8815913251,165.935395067,176.419762573,188.611326021,"walking"
1388060447,2.3307722,12,9.55895969136,91.373710381,88.2923166471,89.5644271872,"bus"
1388060962,0,24,10.2348478044,104.752109579,106.705575074,102.625568325,"bus"
1387875594,0,32,11.9205624299,142.099808645,142.099808645,142.435676257,"stationary"
1387974609,0,32,11.9341803436,142.424660474,143.21570952,141.93826345,"stationary"
1387869787,0.87316436,8,11.131133545,123.902133997,147.194857468,148.647830636,"walking"
